"Source","Target","Type","Id","Label","timeset","Weight"
147,215,"Directed",5455,"The unemployment rate of local residentsCEPA Macao Service Supplier Certificate","",1
147,219,"Directed",5456,"The unemployment rate of local residentsThe average price per square meter of office units","",1
147,235,"Directed",5457,"The unemployment rate of local residentsSME Credit Guarantee Scheme statistics - Application Overview","",1
147,242,"Directed",5458,"The unemployment rate of local residentsThe average price per square meter of industrial units","",1
147,259,"Directed",5459,"The unemployment rate of local residentsPatent applications invention extends","",1
147,295,"Directed",5460,"The unemployment rate of local residentsSpecial SME Credit Guarantee Scheme statistics - Application Overview","",1
147,296,"Directed",5461,"The unemployment rate of local residentsSME Assistance Program statistics - to benefit industry","",1
147,297,"Directed",5462,"The unemployment rate of local residentsSME Credit Guarantee Scheme statistics - to benefit industry","",1
147,299,"Directed",5463,"The unemployment rate of local residentsEncourage enterprises to upgrade statistical development subsidy program - Application Overview","",1
147,300,"Directed",5464,"The unemployment rate of local residentsMacao air operator","",1
147,346,"Directed",5465,"The unemployment rate of local residentsMaintenance organizations","",1
147,349,"Directed",5466,"The unemployment rate of local residentsMacau to accept the aircraft type and model","",1
147,350,"Directed",5467,"The unemployment rate of local residentsMaintenance Training Organization","",1
147,351,"Directed",5468,"The unemployment rate of local residentsMacao registered aircraft","",1
148,150,"Directed",5469,"Spot residential property prices indexSpectator sports information","",1
148,152,"Directed",5470,"Spot residential property prices indexStatistical youth entrepreneurship assistance program - to benefit industry","",1
148,153,"Directed",5471,"Spot residential property prices indexLocal residents Employment median monthly employment earnings","",1
148,157,"Directed",5472,"Spot residential property prices indexThe cumulative total foreign direct investment","",1
148,158,"Directed",5473,"Spot residential property prices indexLength of coastline","",1
148,159,"Directed",5474,"Spot residential property prices indexPatent applications for invention registration","",1
148,168,"Directed",5475,"Spot residential property prices indexReal growth rates of GDP","",1
148,172,"Directed",5476,"Spot residential property prices indexPlace of business name and logo registration applications","",1
148,173,"Directed",5477,"Spot residential property prices indexDesign and new registration applications","",1
148,175,"Directed",5478,"Spot residential property prices indexAwarded the prize awards Sports Information","",1
148,176,"Directed",5479,"Spot residential property prices indexYouth Business Assistance Program statistics - Application Overview","",1
148,180,"Directed",5480,"Spot residential property prices indexThe cumulative total foreign direct investment","",1
148,183,"Directed",5481,"Spot residential property prices indexUncompleted residential property price index","",1
148,184,"Directed",5482,"Spot residential property prices indexThe average daily wage of construction workers in the field","",1
148,200,"Directed",5483,"Spot residential property prices indexSpecial SME Credit Guarantee Scheme statistics - to benefit industry","",1
148,207,"Directed",5484,"Spot residential property prices indexUtility patent registration applications","",1
148,209,"Directed",5485,"Spot residential property prices indexSME Assistance Program statistics - Application Overview","",1
148,210,"Directed",5486,"Spot residential property prices indexThe average daily wage of local construction workers","",1
148,211,"Directed",5487,"Spot residential property prices indexThe value of exports of goods CEPA","",1
148,215,"Directed",5488,"Spot residential property prices indexCEPA Macao Service Supplier Certificate","",1
148,219,"Directed",5489,"Spot residential property prices indexThe average price per square meter of office units","",1
148,235,"Directed",5490,"Spot residential property prices indexSME Credit Guarantee Scheme statistics - Application Overview","",1
148,242,"Directed",5491,"Spot residential property prices indexThe average price per square meter of industrial units","",1
148,259,"Directed",5492,"Spot residential property prices indexPatent applications invention extends","",1
148,295,"Directed",5493,"Spot residential property prices indexSpecial SME Credit Guarantee Scheme statistics - Application Overview","",1
148,296,"Directed",5494,"Spot residential property prices indexSME Assistance Program statistics - to benefit industry","",1
148,297,"Directed",5495,"Spot residential property prices indexSME Credit Guarantee Scheme statistics - to benefit industry","",1
148,299,"Directed",5496,"Spot residential property prices indexEncourage enterprises to upgrade statistical development subsidy program - Application Overview","",1
148,300,"Directed",5497,"Spot residential property prices indexMacao air operator","",1
148,346,"Directed",5498,"Spot residential property prices indexMaintenance organizations","",1
148,349,"Directed",5499,"Spot residential property prices indexMacau to accept the aircraft type and model","",1
148,350,"Directed",5500,"Spot residential property prices indexMaintenance Training Organization","",1
148,351,"Directed",5501,"Spot residential property prices indexMacao registered aircraft","",1
149,154,"Directed",5502,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (Other) Public Health Laboratory Overview","",1
149,156,"Directed",5503,"The number of inpatient specialized health care specialist divided by categoryCivil Aviation Authority of the Legislative Council reply to a written question","",1
149,162,"Directed",5504,"The number of inpatient specialized health care specialist divided by categoryHealth demographic category year-end","",1
149,171,"Directed",5505,"The number of inpatient specialized health care specialist divided by categoryFinancial management agreement with the government category of private pharmacies","",1
149,178,"Directed",5506,"The number of inpatient specialized health care specialist divided by categoryFinancial Management Category Medicaid","",1
149,185,"Directed",5507,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (other) divided by parish pharmacies, drugstores and pharmacies as well as the number of pharmaceutical companies","",1
149,188,"Directed",5508,"The number of inpatient specialized health care specialist divided by categoryFinancial management and expenditure budget actual expenditure category","",1
149,191,"Directed",5509,"The number of inpatient specialized health care specialist divided by categoryThe number of deaths divided by category Health Group statistical underlying cause of death","",1
149,193,"Directed",5510,"The number of inpatient specialized health care specialist divided by categoryHuman Resources category interns Overview","",1
149,195,"Directed",5511,"The number of inpatient specialized health care specialist divided by categoryDisease Prevention and Control category by location number vaccinated","",1
149,196,"Directed",5512,"The number of inpatient specialized health care specialist divided by categoryThe number of medical health statistics category","",1
149,197,"Directed",5513,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (other) Macao medication profiles","",1
149,199,"Directed",5514,"The number of inpatient specialized health care specialist divided by categoryFinancial management areas divided by actual expenditure budget","",1
149,203,"Directed",5515,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
149,208,"Directed",5516,"The number of inpatient specialized health care specialist divided by categoryThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
149,213,"Directed",5517,"The number of inpatient specialized health care specialist divided by categoryGeneral Health Care Category (Health Center) Health Center Medical Events","",1
149,214,"Directed",5518,"The number of inpatient specialized health care specialist divided by categoryThe number of test general health care category (other) divided by virological test items","",1
149,217,"Directed",5519,"The number of inpatient specialized health care specialist divided by categoryThe number of beds in the hospital category Health Statistics","",1
149,218,"Directed",5520,"The number of inpatient specialized health care specialist divided by categoryThe number of test general health care category (other) divided by test items","",1
149,220,"Directed",5521,"The number of inpatient specialized health care specialist divided by categorySpecialized health care category divided by the specialist outpatient visits","",1
149,222,"Directed",5522,"The number of inpatient specialized health care specialist divided by categoryThe number of inpatient specialized health care category divided by age group","",1
149,223,"Directed",5523,"The number of inpatient specialized health care specialist divided by categorySpecialized health care categories divided by age group outpatient visits","",1
149,225,"Directed",5524,"The number of inpatient specialized health care specialist divided by categoryThe number of human resources category Health Bureau staff","",1
149,226,"Directed",5525,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (other) Drug Monitoring Overview","",1
149,227,"Directed",5526,"The number of inpatient specialized health care specialist divided by categoryThe number of (other) private medical activities in general health care category","",1
149,229,"Directed",5527,"The number of inpatient specialized health care specialist divided by categoryNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
149,232,"Directed",5528,"The number of inpatient specialized health care specialist divided by categoryDisease prevention and control category mosquito control work","",1
149,233,"Directed",5529,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
149,234,"Directed",5530,"The number of inpatient specialized health care specialist divided by categoryCDC Category injury deaths by accident category of","",1
149,239,"Directed",5531,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (other) blood donors Overview","",1
149,241,"Directed",5532,"The number of inpatient specialized health care specialist divided by categoryDisease Prevention and Control category by age group divided injury deaths","",1
149,243,"Directed",5533,"The number of inpatient specialized health care specialist divided by categoryCDC vaccination plan major category of Macau coverage","",1
149,245,"Directed",5534,"The number of inpatient specialized health care specialist divided by categoryThe number of senior health technician human resource subordinate units divided by category","",1
149,247,"Directed",5535,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (other) blood collection overview","",1
149,249,"Directed",5536,"The number of inpatient specialized health care specialist divided by categoryThe number of pharmacists human resources subordinate units divided by category","",1
149,250,"Directed",5537,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (health center) health center health indicators","",1
149,251,"Directed",5538,"The number of inpatient specialized health care specialist divided by categorySpecialized health care emergency department Category Overview","",1
149,252,"Directed",5539,"The number of inpatient specialized health care specialist divided by categoryHealth category health indicators Statistics","",1
149,253,"Directed",5540,"The number of inpatient specialized health care specialist divided by categoryThe number of medical technicians human resources subordinate units divided by category","",1
149,254,"Directed",5541,"The number of inpatient specialized health care specialist divided by categoryDisease prevention and control work category figures Radiological Protection category","",1
149,255,"Directed",5542,"The number of inpatient specialized health care specialist divided by categoryThe number of injury accidents by cause category Disease Control and Prevention's division of injury","",1
149,256,"Directed",5543,"The number of inpatient specialized health care specialist divided by categorySpecialized health care category of diagnosis and treatment of laboratory examinations trips","",1
149,260,"Directed",5544,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category number License (other) health professionals","",1
149,261,"Directed",5545,"The number of inpatient specialized health care specialist divided by categoryGeneral health care category (other) tobacco control inspections and prosecutions statistics","",1
149,263,"Directed",5546,"The number of inpatient specialized health care specialist divided by categorySpecialized health care category Conde S. Januario Hospital Medical Events","",1
149,264,"Directed",5547,"The number of inpatient specialized health care specialist divided by categorySpecialized health care category of patients rushed to the field of treatment divided by location for medical treatment","",1
149,266,"Directed",5548,"The number of inpatient specialized health care specialist divided by categoryLicense number of health professionals in general health care category (other) divided by workplace","",1
149,267,"Directed",5549,"The number of inpatient specialized health care specialist divided by categorySpecialized health care category divided by age group of patients rushed to the field of treatment","",1
149,270,"Directed",5550,"The number of inpatient specialized health care specialist divided by categorySpecialized health care delivery room Category Overview","",1
149,272,"Directed",5551,"The number of inpatient specialized health care specialist divided by categoryThe number of injury accidents Disease Control and Prevention category by category of accident","",1
149,275,"Directed",5552,"The number of inpatient specialized health care specialist divided by categoryTen Disease Control and Prevention Category mandatory reporting of cases of disease","",1
149,277,"Directed",5553,"The number of inpatient specialized health care specialist divided by categoryDisease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases","",1
149,278,"Directed",5554,"The number of inpatient specialized health care specialist divided by categoryDisease prevention and control category Community Health Working Group Overview","",1
149,282,"Directed",5555,"The number of inpatient specialized health care specialist divided by categoryCDC Category Ten new cases of cancer","",1
149,284,"Directed",5556,"The number of inpatient specialized health care specialist divided by categoryDisease prevention and control and environmental context of the Ministry of Health food sampling work profile","",1
149,286,"Directed",5557,"The number of inpatient specialized health care specialist divided by categoryHuman resources personnel category by age group distribution division","",1
149,290,"Directed",5558,"The number of inpatient specialized health care specialist divided by categorySpecialized health care Tuberculosis Prevention Center Category Overview","",1
149,292,"Directed",5559,"The number of inpatient specialized health care specialist divided by categoryThe number of injury accidents Disease Control and Prevention category divided by age group","",1
149,293,"Directed",5560,"The number of inpatient specialized health care specialist divided by categoryCDC category divided by age group HIV infection cases","",1
150,152,"Directed",5561,"Spectator sports informationStatistical youth entrepreneurship assistance program - to benefit industry","",1
150,153,"Directed",5562,"Spectator sports informationLocal residents Employment median monthly employment earnings","",1
150,157,"Directed",5563,"Spectator sports informationThe cumulative total foreign direct investment","",1
150,158,"Directed",5564,"Spectator sports informationLength of coastline","",1
150,159,"Directed",5565,"Spectator sports informationPatent applications for invention registration","",1
150,168,"Directed",5566,"Spectator sports informationReal growth rates of GDP","",1
150,172,"Directed",5567,"Spectator sports informationPlace of business name and logo registration applications","",1
150,173,"Directed",5568,"Spectator sports informationDesign and new registration applications","",1
150,175,"Directed",5569,"Spectator sports informationAwarded the prize awards Sports Information","",1
150,176,"Directed",5570,"Spectator sports informationYouth Business Assistance Program statistics - Application Overview","",1
150,180,"Directed",5571,"Spectator sports informationThe cumulative total foreign direct investment","",1
150,183,"Directed",5572,"Spectator sports informationUncompleted residential property price index","",1
150,184,"Directed",5573,"Spectator sports informationThe average daily wage of construction workers in the field","",1
150,200,"Directed",5574,"Spectator sports informationSpecial SME Credit Guarantee Scheme statistics - to benefit industry","",1
150,207,"Directed",5575,"Spectator sports informationUtility patent registration applications","",1
150,209,"Directed",5576,"Spectator sports informationSME Assistance Program statistics - Application Overview","",1
150,210,"Directed",5577,"Spectator sports informationThe average daily wage of local construction workers","",1
150,211,"Directed",5578,"Spectator sports informationThe value of exports of goods CEPA","",1
150,215,"Directed",5579,"Spectator sports informationCEPA Macao Service Supplier Certificate","",1
150,219,"Directed",5580,"Spectator sports informationThe average price per square meter of office units","",1
150,235,"Directed",5581,"Spectator sports informationSME Credit Guarantee Scheme statistics - Application Overview","",1
150,242,"Directed",5582,"Spectator sports informationThe average price per square meter of industrial units","",1
150,259,"Directed",5583,"Spectator sports informationPatent applications invention extends","",1
150,295,"Directed",5584,"Spectator sports informationSpecial SME Credit Guarantee Scheme statistics - Application Overview","",1
150,296,"Directed",5585,"Spectator sports informationSME Assistance Program statistics - to benefit industry","",1
150,297,"Directed",5586,"Spectator sports informationSME Credit Guarantee Scheme statistics - to benefit industry","",1
150,299,"Directed",5587,"Spectator sports informationEncourage enterprises to upgrade statistical development subsidy program - Application Overview","",1
150,300,"Directed",5588,"Spectator sports informationMacao air operator","",1
150,346,"Directed",5589,"Spectator sports informationMaintenance organizations","",1
150,349,"Directed",5590,"Spectator sports informationMacau to accept the aircraft type and model","",1
150,350,"Directed",5591,"Spectator sports informationMaintenance Training Organization","",1
150,351,"Directed",5592,"Spectator sports informationMacao registered aircraft","",1
152,153,"Directed",5593,"Statistical youth entrepreneurship assistance program - to benefit industryLocal residents Employment median monthly employment earnings","",1
152,157,"Directed",5594,"Statistical youth entrepreneurship assistance program - to benefit industryThe cumulative total foreign direct investment","",1
152,158,"Directed",5595,"Statistical youth entrepreneurship assistance program - to benefit industryLength of coastline","",1
152,159,"Directed",5596,"Statistical youth entrepreneurship assistance program - to benefit industryPatent applications for invention registration","",1
152,168,"Directed",5597,"Statistical youth entrepreneurship assistance program - to benefit industryReal growth rates of GDP","",1
152,172,"Directed",5598,"Statistical youth entrepreneurship assistance program - to benefit industryPlace of business name and logo registration applications","",1
152,173,"Directed",5599,"Statistical youth entrepreneurship assistance program - to benefit industryDesign and new registration applications","",1
152,175,"Directed",5600,"Statistical youth entrepreneurship assistance program - to benefit industryAwarded the prize awards Sports Information","",1
152,176,"Directed",5601,"Statistical youth entrepreneurship assistance program - to benefit industryYouth Business Assistance Program statistics - Application Overview","",1
152,180,"Directed",5602,"Statistical youth entrepreneurship assistance program - to benefit industryThe cumulative total foreign direct investment","",1
152,183,"Directed",5603,"Statistical youth entrepreneurship assistance program - to benefit industryUncompleted residential property price index","",1
152,184,"Directed",5604,"Statistical youth entrepreneurship assistance program - to benefit industryThe average daily wage of construction workers in the field","",1
152,200,"Directed",5605,"Statistical youth entrepreneurship assistance program - to benefit industrySpecial SME Credit Guarantee Scheme statistics - to benefit industry","",1
152,207,"Directed",5606,"Statistical youth entrepreneurship assistance program - to benefit industryUtility patent registration applications","",1
152,209,"Directed",5607,"Statistical youth entrepreneurship assistance program - to benefit industrySME Assistance Program statistics - Application Overview","",1
152,210,"Directed",5608,"Statistical youth entrepreneurship assistance program - to benefit industryThe average daily wage of local construction workers","",1
152,211,"Directed",5609,"Statistical youth entrepreneurship assistance program - to benefit industryThe value of exports of goods CEPA","",1
152,215,"Directed",5610,"Statistical youth entrepreneurship assistance program - to benefit industryCEPA Macao Service Supplier Certificate","",1
152,219,"Directed",5611,"Statistical youth entrepreneurship assistance program - to benefit industryThe average price per square meter of office units","",1
152,235,"Directed",5612,"Statistical youth entrepreneurship assistance program - to benefit industrySME Credit Guarantee Scheme statistics - Application Overview","",1
152,238,"Directed",5613,"Statistical youth entrepreneurship assistance program - to benefit industryEncourage enterprises to upgrade statistical development subsidy program - to benefit industry","",1
152,242,"Directed",5614,"Statistical youth entrepreneurship assistance program - to benefit industryThe average price per square meter of industrial units","",1
152,259,"Directed",5615,"Statistical youth entrepreneurship assistance program - to benefit industryPatent applications invention extends","",1
152,295,"Directed",5616,"Statistical youth entrepreneurship assistance program - to benefit industrySpecial SME Credit Guarantee Scheme statistics - Application Overview","",1
152,296,"Directed",5617,"Statistical youth entrepreneurship assistance program - to benefit industrySME Assistance Program statistics - to benefit industry","",1
152,297,"Directed",5618,"Statistical youth entrepreneurship assistance program - to benefit industrySME Credit Guarantee Scheme statistics - to benefit industry","",1
152,299,"Directed",5619,"Statistical youth entrepreneurship assistance program - to benefit industryEncourage enterprises to upgrade statistical development subsidy program - Application Overview","",1
152,300,"Directed",5620,"Statistical youth entrepreneurship assistance program - to benefit industryMacao air operator","",1
152,346,"Directed",5621,"Statistical youth entrepreneurship assistance program - to benefit industryMaintenance organizations","",1
152,349,"Directed",5622,"Statistical youth entrepreneurship assistance program - to benefit industryMacau to accept the aircraft type and model","",1
152,350,"Directed",5623,"Statistical youth entrepreneurship assistance program - to benefit industryMaintenance Training Organization","",1
152,351,"Directed",5624,"Statistical youth entrepreneurship assistance program - to benefit industryMacao registered aircraft","",1
153,157,"Directed",5625,"Local residents Employment median monthly employment earningsThe cumulative total foreign direct investment","",1
153,158,"Directed",5626,"Local residents Employment median monthly employment earningsLength of coastline","",1
153,159,"Directed",5627,"Local residents Employment median monthly employment earningsPatent applications for invention registration","",1
153,168,"Directed",5628,"Local residents Employment median monthly employment earningsReal growth rates of GDP","",1
153,172,"Directed",5629,"Local residents Employment median monthly employment earningsPlace of business name and logo registration applications","",1
153,173,"Directed",5630,"Local residents Employment median monthly employment earningsDesign and new registration applications","",1
153,175,"Directed",5631,"Local residents Employment median monthly employment earningsAwarded the prize awards Sports Information","",1
153,176,"Directed",5632,"Local residents Employment median monthly employment earningsYouth Business Assistance Program statistics - Application Overview","",1
153,180,"Directed",5633,"Local residents Employment median monthly employment earningsThe cumulative total foreign direct investment","",1
153,183,"Directed",5634,"Local residents Employment median monthly employment earningsUncompleted residential property price index","",1
153,184,"Directed",5635,"Local residents Employment median monthly employment earningsThe average daily wage of construction workers in the field","",1
153,200,"Directed",5636,"Local residents Employment median monthly employment earningsSpecial SME Credit Guarantee Scheme statistics - to benefit industry","",1
153,207,"Directed",5637,"Local residents Employment median monthly employment earningsUtility patent registration applications","",1
153,209,"Directed",5638,"Local residents Employment median monthly employment earningsSME Assistance Program statistics - Application Overview","",1
153,210,"Directed",5639,"Local residents Employment median monthly employment earningsThe average daily wage of local construction workers","",1
153,211,"Directed",5640,"Local residents Employment median monthly employment earningsThe value of exports of goods CEPA","",1
153,215,"Directed",5641,"Local residents Employment median monthly employment earningsCEPA Macao Service Supplier Certificate","",1
153,219,"Directed",5642,"Local residents Employment median monthly employment earningsThe average price per square meter of office units","",1
153,235,"Directed",5643,"Local residents Employment median monthly employment earningsSME Credit Guarantee Scheme statistics - Application Overview","",1
153,242,"Directed",5644,"Local residents Employment median monthly employment earningsThe average price per square meter of industrial units","",1
153,259,"Directed",5645,"Local residents Employment median monthly employment earningsPatent applications invention extends","",1
153,295,"Directed",5646,"Local residents Employment median monthly employment earningsSpecial SME Credit Guarantee Scheme statistics - Application Overview","",1
153,296,"Directed",5647,"Local residents Employment median monthly employment earningsSME Assistance Program statistics - to benefit industry","",1
153,297,"Directed",5648,"Local residents Employment median monthly employment earningsSME Credit Guarantee Scheme statistics - to benefit industry","",1
153,299,"Directed",5649,"Local residents Employment median monthly employment earningsEncourage enterprises to upgrade statistical development subsidy program - Application Overview","",1
153,300,"Directed",5650,"Local residents Employment median monthly employment earningsMacao air operator","",1
153,346,"Directed",5651,"Local residents Employment median monthly employment earningsMaintenance organizations","",1
153,349,"Directed",5652,"Local residents Employment median monthly employment earningsMacau to accept the aircraft type and model","",1
153,350,"Directed",5653,"Local residents Employment median monthly employment earningsMaintenance Training Organization","",1
153,351,"Directed",5654,"Local residents Employment median monthly employment earningsMacao registered aircraft","",1
154,156,"Directed",5655,"General health care category (Other) Public Health Laboratory OverviewCivil Aviation Authority of the Legislative Council reply to a written question","",1
154,162,"Directed",5656,"General health care category (Other) Public Health Laboratory OverviewHealth demographic category year-end","",1
154,171,"Directed",5657,"General health care category (Other) Public Health Laboratory OverviewFinancial management agreement with the government category of private pharmacies","",1
154,178,"Directed",5658,"General health care category (Other) Public Health Laboratory OverviewFinancial Management Category Medicaid","",1
154,185,"Directed",5659,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (other) divided by parish pharmacies, drugstores and pharmacies as well as the number of pharmaceutical companies","",1
154,188,"Directed",5660,"General health care category (Other) Public Health Laboratory OverviewFinancial management and expenditure budget actual expenditure category","",1
154,191,"Directed",5661,"General health care category (Other) Public Health Laboratory OverviewThe number of deaths divided by category Health Group statistical underlying cause of death","",1
154,193,"Directed",5662,"General health care category (Other) Public Health Laboratory OverviewHuman Resources category interns Overview","",1
154,195,"Directed",5663,"General health care category (Other) Public Health Laboratory OverviewDisease Prevention and Control category by location number vaccinated","",1
154,196,"Directed",5664,"General health care category (Other) Public Health Laboratory OverviewThe number of medical health statistics category","",1
154,197,"Directed",5665,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (other) Macao medication profiles","",1
154,199,"Directed",5666,"General health care category (Other) Public Health Laboratory OverviewFinancial management areas divided by actual expenditure budget","",1
154,203,"Directed",5667,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
154,208,"Directed",5668,"General health care category (Other) Public Health Laboratory OverviewThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
154,212,"Directed",5669,"General health care category (Other) Public Health Laboratory OverviewGeneral Health Care Category (Health Center) Group Health Center for Health Education","",1
154,213,"Directed",5670,"General health care category (Other) Public Health Laboratory OverviewGeneral Health Care Category (Health Center) Health Center Medical Events","",1
154,214,"Directed",5671,"General health care category (Other) Public Health Laboratory OverviewThe number of test general health care category (other) divided by virological test items","",1
154,217,"Directed",5672,"General health care category (Other) Public Health Laboratory OverviewThe number of beds in the hospital category Health Statistics","",1
154,218,"Directed",5673,"General health care category (Other) Public Health Laboratory OverviewThe number of test general health care category (other) divided by test items","",1
154,220,"Directed",5674,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care category divided by the specialist outpatient visits","",1
154,222,"Directed",5675,"General health care category (Other) Public Health Laboratory OverviewThe number of inpatient specialized health care category divided by age group","",1
154,223,"Directed",5676,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care categories divided by age group outpatient visits","",1
154,225,"Directed",5677,"General health care category (Other) Public Health Laboratory OverviewThe number of human resources category Health Bureau staff","",1
154,226,"Directed",5678,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (other) Drug Monitoring Overview","",1
154,227,"Directed",5679,"General health care category (Other) Public Health Laboratory OverviewThe number of (other) private medical activities in general health care category","",1
154,228,"Directed",5680,"General health care category (Other) Public Health Laboratory OverviewGeneral Health Care Category (Health Center) Health care center","",1
154,229,"Directed",5681,"General health care category (Other) Public Health Laboratory OverviewNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
154,232,"Directed",5682,"General health care category (Other) Public Health Laboratory OverviewDisease prevention and control category mosquito control work","",1
154,233,"Directed",5683,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
154,234,"Directed",5684,"General health care category (Other) Public Health Laboratory OverviewCDC Category injury deaths by accident category of","",1
154,239,"Directed",5685,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (other) blood donors Overview","",1
154,241,"Directed",5686,"General health care category (Other) Public Health Laboratory OverviewDisease Prevention and Control category by age group divided injury deaths","",1
154,243,"Directed",5687,"General health care category (Other) Public Health Laboratory OverviewCDC vaccination plan major category of Macau coverage","",1
154,245,"Directed",5688,"General health care category (Other) Public Health Laboratory OverviewThe number of senior health technician human resource subordinate units divided by category","",1
154,247,"Directed",5689,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (other) blood collection overview","",1
154,249,"Directed",5690,"General health care category (Other) Public Health Laboratory OverviewThe number of pharmacists human resources subordinate units divided by category","",1
154,250,"Directed",5691,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (health center) health center health indicators","",1
154,251,"Directed",5692,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care emergency department Category Overview","",1
154,252,"Directed",5693,"General health care category (Other) Public Health Laboratory OverviewHealth category health indicators Statistics","",1
154,253,"Directed",5694,"General health care category (Other) Public Health Laboratory OverviewThe number of medical technicians human resources subordinate units divided by category","",1
154,254,"Directed",5695,"General health care category (Other) Public Health Laboratory OverviewDisease prevention and control work category figures Radiological Protection category","",1
154,255,"Directed",5696,"General health care category (Other) Public Health Laboratory OverviewThe number of injury accidents by cause category Disease Control and Prevention's division of injury","",1
154,256,"Directed",5697,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care category of diagnosis and treatment of laboratory examinations trips","",1
154,260,"Directed",5698,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category number License (other) health professionals","",1
154,261,"Directed",5699,"General health care category (Other) Public Health Laboratory OverviewGeneral health care category (other) tobacco control inspections and prosecutions statistics","",1
154,263,"Directed",5700,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care category Conde S. Januario Hospital Medical Events","",1
154,264,"Directed",5701,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care category of patients rushed to the field of treatment divided by location for medical treatment","",1
154,266,"Directed",5702,"General health care category (Other) Public Health Laboratory OverviewLicense number of health professionals in general health care category (other) divided by workplace","",1
154,267,"Directed",5703,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care category divided by age group of patients rushed to the field of treatment","",1
154,270,"Directed",5704,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care delivery room Category Overview","",1
154,272,"Directed",5705,"General health care category (Other) Public Health Laboratory OverviewThe number of injury accidents Disease Control and Prevention category by category of accident","",1
154,275,"Directed",5706,"General health care category (Other) Public Health Laboratory OverviewTen Disease Control and Prevention Category mandatory reporting of cases of disease","",1
154,277,"Directed",5707,"General health care category (Other) Public Health Laboratory OverviewDisease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases","",1
154,278,"Directed",5708,"General health care category (Other) Public Health Laboratory OverviewDisease prevention and control category Community Health Working Group Overview","",1
154,282,"Directed",5709,"General health care category (Other) Public Health Laboratory OverviewCDC Category Ten new cases of cancer","",1
154,284,"Directed",5710,"General health care category (Other) Public Health Laboratory OverviewDisease prevention and control and environmental context of the Ministry of Health food sampling work profile","",1
154,286,"Directed",5711,"General health care category (Other) Public Health Laboratory OverviewHuman resources personnel category by age group distribution division","",1
154,290,"Directed",5712,"General health care category (Other) Public Health Laboratory OverviewSpecialized health care Tuberculosis Prevention Center Category Overview","",1
154,292,"Directed",5713,"General health care category (Other) Public Health Laboratory OverviewThe number of injury accidents Disease Control and Prevention category divided by age group","",1
154,293,"Directed",5714,"General health care category (Other) Public Health Laboratory OverviewCDC category divided by age group HIV infection cases","",1
156,162,"Directed",5715,"Civil Aviation Authority of the Legislative Council reply to a written questionHealth demographic category year-end","",1
156,171,"Directed",5716,"Civil Aviation Authority of the Legislative Council reply to a written questionFinancial management agreement with the government category of private pharmacies","",1
156,178,"Directed",5717,"Civil Aviation Authority of the Legislative Council reply to a written questionFinancial Management Category Medicaid","",1
156,185,"Directed",5718,"Civil Aviation Authority of the Legislative Council reply to a written questionGeneral health care category (other) divided by parish pharmacies, drugstores and pharmacies as well as the number of pharmaceutical companies","",1
156,188,"Directed",5719,"Civil Aviation Authority of the Legislative Council reply to a written questionFinancial management and expenditure budget actual expenditure category","",1
156,191,"Directed",5720,"Civil Aviation Authority of the Legislative Council reply to a written questionThe number of deaths divided by category Health Group statistical underlying cause of death","",1
156,193,"Directed",5721,"Civil Aviation Authority of the Legislative Council reply to a written questionHuman Resources category interns Overview","",1
