id,dataset_name,url,Summary,Open Conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en,has_url,url_labels,url_links,has_file,download_file_url
1465d565-b008-4d5d-a5c3-6709c6e95834,General health care category (health center) health center health indicators,https://data.gov.mo/Detail?id=1465d565-b008-4d5d-a5c3-6709c6e95834,"General health care category (health center), the health center health indicators",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/1465d565-b008-4d5d-a5c3-6709c6e95834?token=E3InSCmtIXwCTF7fhZf0mqcL5r1CoXdj&isNeedFile=0&lang=TC,"['year', 'indicesTC', 'indicesPT', 'descriptionTC', 'descriptionPT', 'value']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '指標分類(中文)', '指標分類(葡文)', '指標內容描述(中文)', '指標內容描述(葡文)', '指標']","['年度', '指标分类(中文)', '指标分类(葡文)', '指标内容描述(中文)', '指标内容描述(葡文)', '指标']","['year', 'indices category(chinese)', 'indices category(português)', 'indices description(chinese)', 'indices description(português)', 'indices']","['ano', 'indicadores(chinês)', 'indicadores(português)', 'descrição(chinês)', 'descrição(português)', 'valor']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=823&dataDirId=1465d565-b008-4d5d-a5c3-6709c6e95834&token=5PvUO88s4UQ7C2GspXHGgRyfjbCOar9Uu
17e07b97-fbb1-46a7-a897-ee8e743e8d3c,The number of Macao Higher Education Staff statistics ─ divided by Institution,https://data.gov.mo/Detail?id=17e07b97-fbb1-46a7-a897-ee8e743e8d3c,"By way of the academic year, the number of Macao provided by institutions of higher learning faculty division.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/17e07b97-fbb1-46a7-a897-ee8e743e8d3c?token=ghriSnDuWDxas79pXd3TyQ6kR4MpSfJ0O&isNeedFile=0&lang=TC,"['period', 'institutionTC', 'institutionPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '院校(繁體中文)', '院校(葡文)', '教職員人數']","['年份', '院校(繁体中文)', '院校(葡文)', '教职员人数']","['-', '-', '-', '-']","['Ano', 'Instituições do ensino superior (caracteres chineses)', 'Instituições do ensino superior (caracteres em português)', 'Número de docentes e trabalhadores']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=942&dataDirId=17e07b97-fbb1-46a7-a897-ee8e743e8d3c&token=PMIpZpTbARfEiNKBpdDwPQ3Jem2rLD2I
22971c15-99ee-4126-bd98-bd028bf9bb6b,Specialized health care emergency department Category Overview,https://data.gov.mo/Detail?id=22971c15-99ee-4126-bd98-bd028bf9bb6b,"Specialized health care category, the emergency department Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/22971c15-99ee-4126-bd98-bd028bf9bb6b?token=v1nAR97m9Tgz0u7vH3vQEZ5y3B14DJb2&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '就診人次']","['年度', '分類(中文)', '分類(葡文)', '就診人次']","['year', 'category(chinese)', 'category(português)', 'visits']","['year', 'category(chinese)', 'category(português)', 'visits']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=751&dataDirId=22971c15-99ee-4126-bd98-bd028bf9bb6b&token=LizCw8B99CpkPBIknieno6M7fB2Bv2P6
22fd734e-fbb1-4517-a2e5-1a8e694b7454,Health category health indicators Statistics,https://data.gov.mo/Detail?id=22fd734e-fbb1-4517-a2e5-1a8e694b7454,"Health category, statistical health indicators",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/22fd734e-fbb1-4517-a2e5-1a8e694b7454?token=3He25xxcEaAkg9cBwdOXfp8axurh0Zfh&isNeedFile=0&lang=TC,"['year', 'healthIndexTC', 'healthIndexPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '健康指標(中文)', '健康指標(葡文)', '指數']","['年度', '健康指标(中文)', '健康指标(葡文)', '指数']","['year', 'health index(chinese)', 'health index(português)', 'index value']","['ano', 'indicadores de saúde (chinês)', 'indicadores de saúde (português)', 'valor']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=741&dataDirId=22fd734e-fbb1-4517-a2e5-1a8e694b7454&token=S0ma1nQ1BF0bTpKYQymw7a6ll3gfzUc7
27793af7-7cf0-4301-ae25-d4644ee3fc6a,The number of medical technicians human resources subordinate units divided by category,https://data.gov.mo/Detail?id=27793af7-7cf0-4301-ae25-d4644ee3fc6a,"Human Resources category, the number of medical technicians to subordinate units divided",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/27793af7-7cf0-4301-ae25-d4644ee3fc6a?token=qZo6bCU6cbLcBqVOK1K7lDIW1wKOP9JW&isNeedFile=0&lang=TC,"['year', 'category', 'unitTC', 'unitPT', 'count']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年度', '分類', '單位(中文)', '單位(葡文)', '診療技術員數目']","['年度', '分类', '单位(中文)', '单位(葡文)', '诊疗技术员数目']","['year', 'category', 'unit(chinese)', 'unit(português)', 'number of medical technician']","['ano', 'classificação', 'subunidade(chinês)', 'subunidade(português)', 'número de técnicos de diagnóstico e terapêutica']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=814&dataDirId=27793af7-7cf0-4301-ae25-d4644ee3fc6a&token=Ibn7dMYz1Dy6DiKfsPNyG6vToBu2St6F
2b588520-0b14-4c46-a39d-8b2a1810f306,Disease prevention and control work category figures Radiological Protection category,https://data.gov.mo/Detail?id=2b588520-0b14-4c46-a39d-8b2a1810f306,"Disease prevention and control category, digital radiological protection scope of work",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/2b588520-0b14-4c46-a39d-8b2a1810f306?token=MX3Hd5n1c3kZZ9hCxY5joBuZHDrFVDig2&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '工作數字']","['年度', '分类(中文)', '分类(葡文)', '工作数字']","['year', 'category(chinese)', 'category(português)', 'number of work']","['ano', 'classificação (chinês)', 'classificação (português)', 'número de trabalhos']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=806&dataDirId=2b588520-0b14-4c46-a39d-8b2a1810f306&token=YPoPHEabOhiGa0tIAZJowVisPG56SDpo
2bc8900e-e144-4709-9931-d6510f4dfbf1,The number of injury accidents by cause category Disease Control and Prevention's division of injury,https://data.gov.mo/Detail?id=2bc8900e-e144-4709-9931-d6510f4dfbf1,"Disease Control and Prevention category, the number of injuries to divide the causes of injuries",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/2bc8900e-e144-4709-9931-d6510f4dfbf1?token=XAwyP63bGMyFHHz4gA7f0FNzNlOdEa0u&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '傷害事故人數']","['年度', '分类(中文)', '分类(葡文)', '伤害事故人数']","['year', 'category(chinese)', 'category(português)', 'number of injuries']","['ano', 'classificação (chinês)', 'classificação (português)', 'número de vítimas por acidente']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=803&dataDirId=2bc8900e-e144-4709-9931-d6510f4dfbf1&token=O5YCsm8phpffHryL6SFQutpaCC966bPbl
2cb1ecf3-b385-4476-9776-1eff89fdc06f,Specialized health care category of diagnosis and treatment of laboratory examinations trips,https://data.gov.mo/Detail?id=2cb1ecf3-b385-4476-9776-1eff89fdc06f,"Specialized health care category, diagnosis and treatment of laboratory examinations trips",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/2cb1ecf3-b385-4476-9776-1eff89fdc06f?token=E9XzYM0rb2ShVNVd8nGs7MEpgwwP29zq&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '診科 / 檢查類別(中文)', '診科 / 檢查類別(葡文)', '人次']","['年度', '诊科 / 检查类别(中文)', '诊科 / 检查类别(葡文)', '人次']","['year', 'Serviços / Tipo de exames(chinese)', 'Serviços / Tipo de exames(português)', 'value']","['year', 'Serviços / Tipo de exames(chinese)', 'Serviços / Tipo de exames(português)', 'value']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=757&dataDirId=2cb1ecf3-b385-4476-9776-1eff89fdc06f&token=mZX8GjrYCvdXpFdeEMLjiF1wSiFSGgEzv
551bbe24-d64d-42b7-a849-b2b0adb47184,Specialized health care category is sub-divided specialist outpatient visits,https://data.gov.mo/Detail?id=551bbe24-d64d-42b7-a849-b2b0adb47184,"Specialized health care category, divided by subspecialty outpatient visits",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/551bbe24-d64d-42b7-a849-b2b0adb47184?token=VCYyN5CtL6DztMMAl7T44EJlBFWjupL7&isNeedFile=0&lang=TC,"['specialtyGroupTC', 'specialtyGroupPT', 'specialtyTC', 'specialtyPT', 'primeiras', 'seguintes', 'prescricao', 'total']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['專科組別(中文)', '專科組別(葡文)', '專科(中文)', '專科(葡文)', '初診', '覆診', '補充藥物', '總數']","['专科组别(中文)', '专科组别(葡文)', '专科(中文)', '专科(葡文)', '初诊', '覆诊', '补充药物', '总数']","['grupo especialidade(chinese)', 'grupo especialidade(português)', 'especialidade(chinese)', 'especialidade(português)', 'primeiras', 'seguintes', 'prescricao', 'total']","['grupo de especialidade(chinese)', 'grupo de especialidade(português)', 'especialidade(chinese)', 'especialidade(português)', 'primeiras', 'seguintes', 'prescricao', 'total']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=750&dataDirId=551bbe24-d64d-42b7-a849-b2b0adb47184&token=Ole8ZkWYc08NpHoXbDy0iTAkvmxq45ow
58255a62-6c4a-464a-8eb9-c8bb457213ad,Patent applications invention extends,https://data.gov.mo/Detail?id=58255a62-6c4a-464a-8eb9-c8bb457213ad,Per month way to provide patent invention extends application statistics,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/58255a62-6c4a-464a-8eb9-c8bb457213ad?token=T29pYhYHRluOKdsKRWKUgOm6ZFGrzO7RZ&isNeedFile=0&lang=TC,"['Year', 'Month', 'Quantity']","['int', 'int', 'int']","['4', '2', '6']","['年', '月', '數量']","['年', '月', '數量']","['Year', 'Month', 'Quantity']","['Ano', 'Mês', 'Quantidade']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=908&dataDirId=58255a62-6c4a-464a-8eb9-c8bb457213ad&token=yzJ8Al69znapaUiq3vJb4wYws78QZlZc3
68d07a89-78fc-4c22-99b8-a24089894935,General health care category number License (other) health professionals,https://data.gov.mo/Detail?id=68d07a89-78fc-4c22-99b8-a24089894935,"General health care category (the other), the number of health professionals License",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/68d07a89-78fc-4c22-99b8-a24089894935?token=UF5TgGWr6yROHdZQGfbnqLHrXPHd6Rg5&isNeedFile=0&lang=TC,"['year', 'personnelTC', 'personnelPT', 'numberOfLicense']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '人員(中文)', '人員(葡文)', '准照數目']","['年度', '人员(中文)', '人员(葡文)', '准照数目']","['year', 'personnel(chinese)', 'personnel(português)', 'number of licenses']","['ano', 'pessoal(chinês)', 'pessoal(português)', 'número de licenças']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=783&dataDirId=68d07a89-78fc-4c22-99b8-a24089894935&token=kwwpWNyJYq1glGYHmkgzTWBTPE4e3EQaR
7413b2cc-4fde-49f8-b030-dc0cb6fba685,General health care category (other) tobacco control inspections and prosecutions statistics,https://data.gov.mo/Detail?id=7413b2cc-4fde-49f8-b030-dc0cb6fba685,General health care category (other) in tobacco control and inspection statistics prosecutions,Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/7413b2cc-4fde-49f8-b030-dc0cb6fba685?token=zJqfTDQINHilfbeLexnyGMnJEbMBIaDiR&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '數值']","['年度', '分类(中文)', '分类(葡文)', '数值']","['year', 'category(chinese)', 'category(português)', 'value']","['ano', 'classificação(chinês)', 'classificação(portug6es)', 'valor']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=782&dataDirId=7413b2cc-4fde-49f8-b030-dc0cb6fba685&token=Ei9lbWoXI5ZlxDQE4Ad9AbzztlhdrLNwT
87365b1e-1a12-47f0-9770-55e0759ee505,The number of staff by category of workplace health statistics division,https://data.gov.mo/Detail?id=87365b1e-1a12-47f0-9770-55e0759ee505,"Health category, with the number of staff in the workplace statistics division",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/87365b1e-1a12-47f0-9770-55e0759ee505?token=3IGrnzUd6ApNxGVxBbIa6z3DS9NGfmYP&isNeedFile=0&lang=TC,"['personnelTC', 'personnelPT', 'ssm', 'privateHospitals', 'privateClinics', 'other', 'total']","['-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-']","['人員(中文)', '人員(葡文)', 'Health Bureau', '私營醫院', '私家診所', '其他', '總數']","['人员(中文)', '人员(葡文)', '卫生局', '私营医院', '私家诊所', '其他', '总数']","['Pessoal(Chinese)', 'Pessoal(Português)', 'Serviços de Saúde', 'Hospital privado', 'Consultório Privado', 'Outros', 'Total']","['Pessoal(Chinese)', 'Pessoal(Português)', 'Serviços de Saúde', 'Hospital privado', 'Consultório Privado', 'Outros', 'Total']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=739&dataDirId=87365b1e-1a12-47f0-9770-55e0759ee505&token=uow3R2LYYkI5sqTGESA2CKl9Bd7yM11LX
8a529d30-a379-4acd-89ed-1c1cd8b31b83,Specialized health care category Conde S. Januario Hospital Medical Events,https://data.gov.mo/Detail?id=8a529d30-a379-4acd-89ed-1c1cd8b31b83,"Specialized health care category, Conde S. Januario Hospital Medical Events",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/8a529d30-a379-4acd-89ed-1c1cd8b31b83?token=NindUFflCkACYTyFd5xkoKmiQnQAQDz3&isNeedFile=0&lang=TC,"['year', 'departmentTC', 'departmentPT', 'categoryTC', 'categoryPT', 'activity']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '部門(中文)', '部門(葡文)', '分類(中文)', '分類(葡文)', '醫務活動']","['年度', '部门(中文)', '部门(葡文)', '分类(中文)', '分类(葡文)', '医务活动']","['year', 'department(chinese)', 'department(português)', 'category(chinese)', 'category(português)', 'medical activities']","['ano', 'serviço (chinês)', 'serviço(português)', 'classificação(chinês)', 'classificação(português)', 'actividade médica']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=745&dataDirId=8a529d30-a379-4acd-89ed-1c1cd8b31b83&token=jmzz5Z9ilXuRk0vvpXIkxJ1ILAi1NqZP7
96b6fb39-510c-4e39-a7b0-057ac2554d3d,Specialized health care category of patients rushed to the field of treatment divided by location for medical treatment,https://data.gov.mo/Detail?id=96b6fb39-510c-4e39-a7b0-057ac2554d3d,"Specialized health care category, divided by location for medical treatment of patients rushed to the field of treatment",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/96b6fb39-510c-4e39-a7b0-057ac2554d3d?token=yokX2nBRoRa5Sy7r6XPeD8wv5BNG2WMLJ&isNeedFile=0&lang=TC,"['year', 'locationTC', 'locationPT', 'gender', 'numberOfPatients']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年度', '就醫地點(中文)', '就醫地點(葡文)', '性別', '病人人數']","['年度', '就医地点(中文)', '就医地点(葡文)', '性别', '病人人数']","['year', 'locais de tratamento(chinese)', 'locais de tratamento(português)', 'gender', 'number of Patients']","['ano', 'local de consulta(chinês)', 'local de consulta(português)', 'gênero', 'número de doentes']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=760&dataDirId=96b6fb39-510c-4e39-a7b0-057ac2554d3d&token=SfaGpbAEyK76icH8NB7qfRZIACnA1fbLy
ae78614f-4bc6-4bca-b830-f2192d62d369,The number of students graduating from universities statistics Macao ─ divided by Institution,https://data.gov.mo/Detail?id=ae78614f-4bc6-4bca-b830-f2192d62d369,"By way of the academic year, the number of Macao provides graduate students by institution of higher learning division.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/ae78614f-4bc6-4bca-b830-f2192d62d369?token=pnxBOJAy4jSJC96jGHcINBdy0Lwg3YOD&isNeedFile=0&lang=TC,"['period', 'institutionTC', 'institutionPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '院校(繁體中文)', '院校(葡文)', '畢業學生人數']","['年份', '院校(繁体中文)', '院校(葡文)', '毕业学生人数']","['-', '-', '-', '-']","['Ano', 'Instituições do ensino superior (caracteres chineses)', 'Instituições do ensino superior (caracteres em português)', 'Número de estudantes graduados']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=931&dataDirId=ae78614f-4bc6-4bca-b830-f2192d62d369&token=GN292p3D93pSTspJOet9AFzmJqDy011AV
c94a272f-f094-4ba1-911e-41517ae6772c,License number of health professionals in general health care category (other) divided by workplace,https://data.gov.mo/Detail?id=c94a272f-f094-4ba1-911e-41517ae6772c,"General health care category (the other), the number of health professionals fiat divided by workplace",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/c94a272f-f094-4ba1-911e-41517ae6772c?token=GHFv6eQ6QLglsoC6cVwoN5SGAdYvkjbc&isNeedFile=0&lang=TC,"['year', 'personnelTC', 'personnelPT', 'locationTC', 'locationPT', 'numberOfLicense']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '人員(中文)', '人員(葡文)', '工作場所(中文)', '工作場所(葡文)', '准照數目']","['年度', '人员(中文)', '人员(葡文)', '工作场所(中文)', '工作场所(葡文)', '准照数目']","['year', 'personnel(chinese)', 'personnel(português)', 'workplace(chinese)', 'workplace(português)', 'number of licenses']","['ano', 'pessoal (chinês)', 'pessoal(português)', 'local de trabalho(chinês)', 'local de trabalho(português)', 'número de licenças']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=784&dataDirId=c94a272f-f094-4ba1-911e-41517ae6772c&token=NhK5WDD30jSx1hVtcmZaOGDIJ7av6Mnb
db7960a8-ac93-4645-b2af-f17a05f53695,Specialized health care category divided by age group of patients rushed to the field of treatment,https://data.gov.mo/Detail?id=db7960a8-ac93-4645-b2af-f17a05f53695,"Specialized health care category, divided by age group sent to the treatment of foreign patients",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/db7960a8-ac93-4645-b2af-f17a05f53695?token=fmVzuNtJXxmQATzrKRf8pehHbF0XPsP9&isNeedFile=0&lang=TC,"['year', 'fromAge', 'toAge', 'gender', 'numberOfPatients']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年度', '歲數由', '歲數至', '性別', '病人人數']","['年度', '岁数由', '岁数至', '性别', '病人人数']","['year', 'lower age range', 'upper age range', 'gender', 'number of Patients']","['ano', 'desde a idade', 'até a idade', 'gênero', 'número de doentes']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=759&dataDirId=db7960a8-ac93-4645-b2af-f17a05f53695&token=oFCZnkd6YGQUJRcyR0cVKhWncp1xuBcOh
dd116f04-8d6f-4700-ac96-e7a84cb6367b,The number of students graduating from local universities Macao statistics ─ divided according to the degree course,https://data.gov.mo/Detail?id=dd116f04-8d6f-4700-ac96-e7a84cb6367b,"By way of the academic year, provided the number of students graduating from local universities Macao degree courses by division.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/dd116f04-8d6f-4700-ac96-e7a84cb6367b?token=AKH8pzkPaRQytGGOAkIwEGtHaFf5wH2H&isNeedFile=0&lang=TC,"['period', 'levelOfStudyTC', 'levelOfStudyPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '課程程度(繁體中文)', '課程程度(葡文)', '畢業學生人數']","['年份', '课程程度(繁体中文)', '课程程度(葡文)', '毕业学生人数']","['-', '-', '-', '-']","['Ano', 'Nível de curso (caracteres chineses)', 'Nível de curso (caracteres em português)', 'Número de estudantes graduados']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=937&dataDirId=dd116f04-8d6f-4700-ac96-e7a84cb6367b&token=Mf5AsCJZfJ2g3OgNCFbs9DHwNjFTU7sZx
e75b0009-8f27-4720-a103-d590fdfcc0b1,Operating room specialist health care category overview,https://data.gov.mo/Detail?id=e75b0009-8f27-4720-a103-d590fdfcc0b1,"Specialized health care category, operating room Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/e75b0009-8f27-4720-a103-d590fdfcc0b1?token=dSFSoNvVGfK0h6BURMC8mfUwyWKDFvDX&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '就診人次']","['年度', '分类(中文)', '分类(葡文)', '就诊人次']","['年度', '分類(中文)', '分類(葡文)', '就診人次']","['年度', '分類(中文)', '分類(葡文)', '就診人次']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=754&dataDirId=e75b0009-8f27-4720-a103-d590fdfcc0b1&token=sF7YLGbqWjRWifL2n7UxMjljUwrNwZ3f
e819018a-c48d-4b8d-b482-4ddf806505d7,Specialized health care delivery room Category Overview,https://data.gov.mo/Detail?id=e819018a-c48d-4b8d-b482-4ddf806505d7,"Specialized health care category, delivery room Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/e819018a-c48d-4b8d-b482-4ddf806505d7?token=fJn30e1jAeNT5orRiLzNdLjJ9mqV9GsuP&isNeedFile=0&lang=TC,"['year', 'partosTC', 'partosPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分娩方式(中文)', '分娩方式(葡文)', '數值']","['年度', '分娩方式(中文)', '分娩方式(葡文)', '数值']","['year', 'partos(chinese)', 'partos(português)', 'value']","['ano', 'modalidade de parto (chinês)', 'modalidade de parto(português)', 'valor']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=756&dataDirId=e819018a-c48d-4b8d-b482-4ddf806505d7&token=2DA8BCMnwB7g7VGrLtoXPuSZ9oQNviGol
edde9246-5ac7-449b-9f71-ab39b49ec4c3,CDC category divided by age group ○ Yi Qinian two major new cancer cases,https://data.gov.mo/Detail?id=edde9246-5ac7-449b-9f71-ab39b49ec4c3,"Disease prevention and control category, age group division to two ○ Yi Qinian major new cancer cases",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/edde9246-5ac7-449b-9f71-ab39b49ec4c3?token=ooAP0vpMnAMEdeywYIBfKUh5y8RHxzr5y&isNeedFile=0&lang=TC,"['category', 'typeTC', 'typePT', 'ageGroup', 'count']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['國際疾病分類第10版', '癌症部位 / 類別(中文)', '癌症部位 / 類別(葡文)', '歲組', '個案數目']","['国际疾病分类第10版', '癌症部位 / 类别(中文)', '癌症部位 / 类别(葡文)', '岁组', '个案数目']","['CID-10', 'Local / Tipo de cancro(chinese)', 'Local / Tipo de cancro(português)', 'age group', 'number of cases']","['CID-10', 'Local / Tipo de cancro(chinese)', 'Local / Tipo de cancro(português)', 'age group', 'number of cases']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=796&dataDirId=edde9246-5ac7-449b-9f71-ab39b49ec4c3&token=QWFAxEmUVTQseUZnCm8MEkUz67220Pt5
fa255fa9-c646-497c-931f-be5508407c10,The number of injury accidents Disease Control and Prevention category by category of accident,https://data.gov.mo/Detail?id=fa255fa9-c646-497c-931f-be5508407c10,"Disease Control and Prevention category, the number of injuries to accidents by type of accident",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/fa255fa9-c646-497c-931f-be5508407c10?token=6VRnNkfliiQdwCm7vL2WWxwsiUPDRYu3&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '傷害事故人數']","['年度', '分类(中文)', '分类(葡文)', '伤害事故人数']","['year', 'category(chinese)', 'category(português)', 'number of injuries']","['ano', 'classificação (chinês)', 'classificação(português)', 'número de vítimas por acidente']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=802&dataDirId=fa255fa9-c646-497c-931f-be5508407c10&token=D3dmhtWLl9Ahio5qvsXnCY2yO97I0LDQ4
